���k�N�X	���k�W��	�������	����q����
2096	籠具　	秋刀魚	-
2097	珊瑚　	秋刀魚	-
2098	飛魚卵漁業　	秋刀魚	-
2099	其他近海漁業　	秋刀魚	-
3000	沿岸漁業合計	秋刀魚	9
3001	定置漁具　	秋刀魚	3
3002	地曳網　	秋刀魚	-
3003	焚寄網　	秋刀魚	-
3004	刺網　	秋刀魚	5
3005	追逐網　	秋刀魚	-
3006	流袋網　	秋刀魚	-
3007	魩鱙漁業　	秋刀魚	-
3008	櫻花蝦漁業　	秋刀魚	-
3009	赤尾青蝦漁業　	秋刀魚	-
3049	其他網　	秋刀魚	-
3050	一支釣　	秋刀魚	-
3051	雜魚延繩釣　	秋刀魚	-
3079	其他釣　	秋刀魚	-
3096	鏢旗魚　	秋刀魚	-
3097	遊漁　	秋刀魚	-
3098	籠具　	秋刀魚	-
3099	其他沿岸漁業　	秋刀魚	-
4000	內陸漁撈合計	秋刀魚	-
4001	河川漁撈　	秋刀魚	-
4002	水庫漁撈　	秋刀魚	-
4099	其他內陸漁撈　	秋刀魚	-
5000	海面養殖合計	秋刀魚	-
5001	淺海養殖　	秋刀魚	-
5002	箱網養殖　	秋刀魚	-
5099	其他海面養殖　	秋刀魚	-
6000	內陸養殖合計	秋刀魚	-
6001	鹹水魚塭　	秋刀魚	-
6002	淡水魚塭　	秋刀魚	-
6003	箱網養殖　	秋刀魚	-
6004	觀賞魚養殖　	秋刀魚	-
6099	其他內陸養殖　	秋刀魚	-
0000	總 計	單棘魨科	75,090
1000	遠洋漁業合計	單棘魨科	71,622
1001	單船拖網　	單棘魨科	-
1002	雙船拖網　	單棘魨科	-
1003	鰹鮪圍網　	單棘魨科	34,497
1004	秋刀魚棒受網　	單棘魨科	-
1050	鮪延繩釣　	單棘魨科	37,125
1051	魷釣　	單棘魨科	-
1099	其他遠洋漁業　	單棘魨科	-
2000	近海漁業合計	單棘魨科	3,432
2001	巾著網　	單棘魨科	-
2002	鯖鰺圍網　	單棘魨科	-
2003	棒受網　	單棘魨科	-
2004	中小拖網　	單棘魨科	-
2005	刺網　	單棘魨科	-
2006	扒網　	單棘魨科	159
2049	其他網　	單棘魨科	1
2050	鮪延繩釣　	單棘魨科	3,194
2051	雜魚延繩釣　	單棘魨科	0
2052	曳繩釣　	單棘魨科	29
2053	一支釣　	單棘魨科	49
2079	其他釣　	單棘魨科	-
2096	籠具　	單棘魨科	-
2097	珊瑚　	單棘魨科	-
2098	飛魚卵漁業　	單棘魨科	-
2099	其他近海漁業　	單棘魨科	-
3000	沿岸漁業合計	單棘魨科	36
3001	定置漁具　	單棘魨科	29
3002	地曳網　	單棘魨科	-
3003	焚寄網　	單棘魨科	-
3004	刺網　	單棘魨科	5
3005	追逐網　	單棘魨科	-
3006	流袋網　	單棘魨科	-
3007	魩鱙漁業　	單棘魨科	-
3008	櫻花蝦漁業　	單棘魨科	-
3009	赤尾青蝦漁業　	單棘魨科	-
3049	其他網　	單棘魨科	-
3050	一支釣　	單棘魨科	-
3051	雜魚延繩釣　	單棘魨科	-
3079	其他釣　	單棘魨科	2
3096	鏢旗魚　	單棘魨科	-
3097	遊漁　	單棘魨科	-
3098	籠具　	單棘魨科	-
3099	其他沿岸漁業　	單棘魨科	-
4000	內陸漁撈合計	單棘魨科	-
4001	河川漁撈　	單棘魨科	-
4002	水庫漁撈　	單棘魨科	-
4099	其他內陸漁撈　	單棘魨科	-
5000	海面養殖合計	單棘魨科	-
5001	淺海養殖　	單棘魨科	-
5002	箱網養殖　	單棘魨科	-
5099	其他海面養殖　	單棘魨科	-
6000	內陸養殖合計	單棘魨科	-
6001	鹹水魚塭　	單棘魨科	-
6002	淡水魚塭　	單棘魨科	-
6003	箱網養殖　	單棘魨科	-
6004	觀賞魚養殖　	單棘魨科	-
6099	其他內陸養殖　	單棘魨科	-
0000	總 計	其他淡水魚類	454
1000	遠洋漁業合計	其他淡水魚類	210
1001	單船拖網　	其他淡水魚類	-
1002	雙船拖網　	其他淡水魚類	-
1003	鰹鮪圍網　	其他淡水魚類	-
1004	秋刀魚棒受網　	其他淡水魚類	-
1050	鮪延繩釣　	其他淡水魚類	210
1051	魷釣　	其他淡水魚類	-
1099	其他遠洋漁業　	其他淡水魚類	-
2000	近海漁業合計	其他淡水魚類	244
2001	巾著網　	其他淡水魚類	-
2002	鯖鰺圍網　	其他淡水魚類	-
2003	棒受網　	其他淡水魚類	-
2004	中小拖網　	其他淡水魚類	-
2005	刺網　	其他淡水魚類	-
2006	扒網　	其他淡水魚類	-
2049	其他網　	其他淡水魚類	-
2050	鮪延繩釣　	其他淡水魚類	244
2051	雜魚延繩釣　	其他淡水魚類	-
2052	曳繩釣　	其他淡水魚類	-
2053	一支釣　	其他淡水魚類	-
2079	其他釣　	其他淡水魚類	-
2096	籠具　	其他淡水魚類	-
2097	珊瑚　	其他淡水魚類	-
2098	飛魚卵漁業　	其他淡水魚類	-
2099	其他近海漁業　	其他淡水魚類	-
3000	沿岸漁業合計	其他淡水魚類	0
3001	定置漁具　	其他淡水魚類	-
3002	地曳網　	其他淡水魚類	-
3003	焚寄網　	其他淡水魚類	-
3004	刺網　	其他淡水魚類	0
3005	追逐網　	其他淡水魚類	-
3006	流袋網　	其他淡水魚類	-
3007	魩鱙漁業　	其他淡水魚類	-
3008	櫻花蝦漁業　	其他淡水魚類	-
3009	赤尾青蝦漁業　	其他淡水魚類	-
3049	其他網　	其他淡水魚類	-
3050	一支釣　	其他淡水魚類	-
3051	雜魚延繩釣　	其他淡水魚類	-
3079	其他釣　	其他淡水魚類	-
3096	鏢旗魚　	其他淡水魚類	-
3097	遊漁　	其他淡水魚類	-
3098	籠具　	其他淡水魚類	-
3099	其他沿岸漁業　	其他淡水魚類	-
4000	內陸漁撈合計	其他淡水魚類	-
4001	河川漁撈　	其他淡水魚類	-
4002	水庫漁撈　	其他淡水魚類	-
4099	其他內陸漁撈　	其他淡水魚類	-
5000	海面養殖合計	其他淡水魚類	-
5001	淺海養殖　	其他淡水魚類	-
5002	箱網養殖　	其他淡水魚類	-
5099	其他海面養殖　	其他淡水魚類	-
6000	內陸養殖合計	其他淡水魚類	-
6001	鹹水魚塭　	其他淡水魚類	-
6002	淡水魚塭　	其他淡水魚類	-
6003	箱網養殖　	其他淡水魚類	-
6004	觀賞魚養殖　	其他淡水魚類	-
6099	其他內陸養殖　	其他淡水魚類	-
0000	總 計	其他	567
1000	遠洋漁業合計	其他	-
1001	單船拖網　	其他	-
1002	雙船拖網　	其他	-
1003	鰹鮪圍網　	其他	-
1004	秋刀魚棒受網　	其他	-
1050	鮪延繩釣　	其他	-
1051	魷釣　	其他	-
1099	其他遠洋漁業　	其他	-
2000	近海漁業合計	其他	-
2001	巾著網　	其他	-
2002	鯖鰺圍網　	其他	-
2003	棒受網　	其他	-
2004	中小拖網　	其他	-
2005	刺網　	其他	-
2006	扒網　	其他	-
2049	其他網　	其他	-
2050	鮪延繩釣　	其他	-
2051	雜魚延繩釣　	其他	-
2052	曳繩釣　	其他	-
2053	一支釣　	其他	-
2079	其他釣　	其他	-
2096	籠具　	其他	-
2097	珊瑚　	其他	-
2098	飛魚卵漁業　	其他	-
2099	其他近海漁業　	其他	-
3000	沿岸漁業合計	其他	7
3001	定置漁具　	其他	-
3002	地曳網　	其他	-
3003	焚寄網　	其他	-
3004	刺網　	其他	7
3005	追逐網　	其他	-
3006	流袋網　	其他	-
3007	魩鱙漁業　	其他	-
3008	櫻花蝦漁業　	其他	-
3009	赤尾青蝦漁業　	其他	-
3049	其他網　	其他	-
3050	一支釣　	其他	-
3051	雜魚延繩釣　	其他	-
3079	其他釣　	其他	-
3096	鏢旗魚　	其他	-
3097	遊漁　	其他	-
3098	籠具　	其他	-
3099	其他沿岸漁業　	其他	-
4000	內陸漁撈合計	其他	80
4001	河川漁撈　	其他	-
4002	水庫漁撈　	其他	80
4099	其他內陸漁撈　	其他	-
5000	海面養殖合計	其他	-
5001	淺海養殖　	其他	-
5002	箱網養殖　	其他	-
5099	其他海面養殖　	其他	-
6000	內陸養殖合計	其他	481
6001	鹹水魚塭　	其他	-
6002	淡水魚塭　	其他	423
6003	箱網養殖　	其他	-
6004	觀賞魚養殖　	其他	-
6099	其他內陸養殖　	其他	58
0000	總 計	美洲大赤魷	6,695
1000	遠洋漁業合計	美洲大赤魷	28
1001	單船拖網　	美洲大赤魷	-
1002	雙船拖網　	美洲大赤魷	-
1003	鰹鮪圍網　	美洲大赤魷	-
1004	秋刀魚棒受網　	美洲大赤魷	-
1050	鮪延繩釣　	美洲大赤魷	28
1051	魷釣　	美洲大赤魷	-
1099	其他遠洋漁業　	美洲大赤魷	-
2000	近海漁業合計	美洲大赤魷	6,214
2001	巾著網　	美洲大赤魷	-
2002	鯖鰺圍網　	美洲大赤魷	-
2003	棒受網　	美洲大赤魷	90
2004	中小拖網　	美洲大赤魷	55
2005	刺網　	美洲大赤魷	1
2006	扒網　	美洲大赤魷	5,754
2049	其他網　	美洲大赤魷	-
2050	鮪延繩釣　	美洲大赤魷	132
2051	雜魚延繩釣　	美洲大赤魷	0
2052	曳繩釣　	美洲大赤魷	36
2053	一支釣　	美洲大赤魷	146
2079	其他釣　	美洲大赤魷	-
2096	籠具　	美洲大赤魷	-
2097	珊瑚　	美洲大赤魷	-
2098	飛魚卵漁業　	美洲大赤魷	-
2099	其他近海漁業　	美洲大赤魷	-
3000	沿岸漁業合計	美洲大赤魷	453
3001	定置漁具　	美洲大赤魷	270
3002	地曳網　	美洲大赤魷	-
3003	焚寄網　	美洲大赤魷	-
3004	刺網　	美洲大赤魷	98
3005	追逐網　	美洲大赤魷	-
3006	流袋網　	美洲大赤魷	-
3007	魩鱙漁業　	美洲大赤魷	-
3008	櫻花蝦漁業　	美洲大赤魷	-
3009	赤尾青蝦漁業　	美洲大赤魷	-
3049	其他網　	美洲大赤魷	-
3050	一支釣　	美洲大赤魷	86
3051	雜魚延繩釣　	美洲大赤魷	-
3079	其他釣　	美洲大赤魷	-
3096	鏢旗魚　	美洲大赤魷	-
3097	遊漁　	美洲大赤魷	-
3098	籠具　	美洲大赤魷	-
3099	其他沿岸漁業　	美洲大赤魷	-
4000	內陸漁撈合計	美洲大赤魷	-
4001	河川漁撈　	美洲大赤魷	-
4002	水庫漁撈　	美洲大赤魷	-
4099	其他內陸漁撈　	美洲大赤魷	-
5000	海面養殖合計	美洲大赤魷	-
5001	淺海養殖　	美洲大赤魷	-
5002	箱網養殖　	美洲大赤魷	-
5099	其他海面養殖　	美洲大赤魷	-
6000	內陸養殖合計	美洲大赤魷	-
6001	鹹水魚塭　	美洲大赤魷	-
6002	淡水魚塭　	美洲大赤魷	-
6003	箱網養殖　	美洲大赤魷	-
6004	觀賞魚養殖　	美洲大赤魷	-
6099	其他內陸養殖　	美洲大赤魷	-
0000	總 計	鎖管	18,519
1000	遠洋漁業合計	鎖管	16,232
1001	單船拖網　	鎖管	-
1002	雙船拖網　	鎖管	-
1003	鰹鮪圍網　	鎖管	21
1004	秋刀魚棒受網　	鎖管	-
1050	鮪延繩釣　	鎖管	16,211
1051	魷釣　	鎖管	-
1099	其他遠洋漁業　	鎖管	-
2000	近海漁業合計	鎖管	1,612
2001	巾著網　	鎖管	-
2002	鯖鰺圍網　	鎖管	-
2003	棒受網　	鎖管	-
2004	中小拖網　	鎖管	1
2005	刺網　	鎖管	1
2006	扒網　	鎖管	1
2049	其他網　	鎖管	-
2050	鮪延繩釣　	鎖管	1,606
2051	雜魚延繩釣　	鎖管	3
2052	曳繩釣　	鎖管	-
2053	一支釣　	鎖管	-
2079	其他釣　	鎖管	-
2096	籠具　	鎖管	-
2097	珊瑚　	鎖管	-
2098	飛魚卵漁業　	鎖管	-
2099	其他近海漁業　	鎖管	-
3000	沿岸漁業合計	鎖管	675
3001	定置漁具　	鎖管	69
3002	地曳網　	鎖管	-
3003	焚寄網　	鎖管	-
3004	刺網　	鎖管	133
3005	追逐網　	鎖管	-
3006	流袋網　	鎖管	-
3007	魩鱙漁業　	鎖管	-
3008	櫻花蝦漁業　	鎖管	-
3009	赤尾青蝦漁業　	鎖管	-
3049	其他網　	鎖管	-
3050	一支釣　	鎖管	3
3051	雜魚延繩釣　	鎖管	0
3079	其他釣　	鎖管	-
3096	鏢旗魚　	鎖管	469
3097	遊漁　	鎖管	-
3098	籠具　	鎖管	-
3099	其他沿岸漁業　	鎖管	-
4000	內陸漁撈合計	鎖管	-
4001	河川漁撈　	鎖管	-
4002	水庫漁撈　	鎖管	-
4099	其他內陸漁撈　	鎖管	-
5000	海面養殖合計	鎖管	-
5001	淺海養殖　	鎖管	-
5002	箱網養殖　	鎖管	-
5099	其他海面養殖　	鎖管	-
6000	內陸養殖合計	鎖管	-
6001	鹹水魚塭　	鎖管	-
6002	淡水魚塭　	鎖管	-
6003	箱網養殖　	鎖管	-
6004	觀賞魚養殖　	鎖管	-
6099	其他內陸養殖　	鎖管	-
0000	總 計	多毛對蝦	1,941
1000	遠洋漁業合計	多毛對蝦	1,843
1001	單船拖網　	多毛對蝦	-
1002	雙船拖網　	多毛對蝦	-
1003	鰹鮪圍網　	多毛對蝦	1
1004	秋刀魚棒受網　	多毛對蝦	-
1050	鮪延繩釣　	多毛對蝦	1,842
1051	魷釣　	多毛對蝦	-
1099	其他遠洋漁業　	多毛對蝦	-
2000	近海漁業合計	多毛對蝦	73
2001	巾著網　	多毛對蝦	-
2002	鯖鰺圍網　	多毛對蝦	-
2003	棒受網　	多毛對蝦	-
2004	中小拖網　	多毛對蝦	-
2005	刺網　	多毛對蝦	-
2006	扒網　	多毛對蝦	-
2049	其他網　	多毛對蝦	-
2050	鮪延繩釣　	多毛對蝦	73
2051	雜魚延繩釣　	多毛對蝦	0
2052	曳繩釣　	多毛對蝦	-
2053	一支釣　	多毛對蝦	-
2079	其他釣　	多毛對蝦	-
2096	籠具　	多毛對蝦	-
2097	珊瑚　	多毛對蝦	-
2098	飛魚卵漁業　	多毛對蝦	-
2099	其他近海漁業　	多毛對蝦	-
3000	沿岸漁業合計	多毛對蝦	24
3001	定置漁具　	多毛對蝦	-
3002	地曳網　	多毛對蝦	-
3003	焚寄網　	多毛對蝦	-
3004	刺網　	多毛對蝦	3
3005	追逐網　	多毛對蝦	-
3006	流袋網　	多毛對蝦	-
3007	魩鱙漁業　	多毛對蝦	-
3008	櫻花蝦漁業　	多毛對蝦	-
3009	赤尾青蝦漁業　	多毛對蝦	-
3049	其他網　	多毛對蝦	-
3050	一支釣　	多毛對蝦	0
3051	雜魚延繩釣　	多毛對蝦	-
3079	其他釣　	多毛對蝦	-
3096	鏢旗魚　	多毛對蝦	21
3097	遊漁　	多毛對蝦	-
3098	籠具　	多毛對蝦	-
3099	其他沿岸漁業　	多毛對蝦	-
4000	內陸漁撈合計	多毛對蝦	-
4001	河川漁撈　	多毛對蝦	-
4002	水庫漁撈　	多毛對蝦	-
4099	其他內陸漁撈　	多毛對蝦	-
5000	海面養殖合計	多毛對蝦	-
5001	淺海養殖　	多毛對蝦	-
5002	箱網養殖　	多毛對蝦	-
5099	其他海面養殖　	多毛對蝦	-
6000	內陸養殖合計	多毛對蝦	-
6001	鹹水魚塭　	多毛對蝦	-
6002	淡水魚塭　	多毛對蝦	-
6003	箱網養殖　	多毛對蝦	-
6004	觀賞魚養殖　	多毛對蝦	-
6099	其他內陸養殖　	多毛對蝦	-
0000	總 計	羅氏沼蝦	13,401
1000	遠洋漁業合計	羅氏沼蝦	12,060
1001	單船拖網　	羅氏沼蝦	-
1002	雙船拖網　	羅氏沼蝦	-
1003	鰹鮪圍網　	羅氏沼蝦	12
1004	秋刀魚棒受網　	羅氏沼蝦	-
1050	鮪延繩釣　	羅氏沼蝦	12,048
1051	魷釣　	羅氏沼蝦	-
1099	其他遠洋漁業　	羅氏沼蝦	-
2000	近海漁業合計	羅氏沼蝦	1,154
2001	巾著網　	羅氏沼蝦	-
2002	鯖鰺圍網　	羅氏沼蝦	-
2003	棒受網　	羅氏沼蝦	-
2004	中小拖網　	羅氏沼蝦	0
2005	刺網　	羅氏沼蝦	-
2006	扒網　	羅氏沼蝦	-
2049	其他網　	羅氏沼蝦	-
2050	鮪延繩釣　	羅氏沼蝦	1,153
2051	雜魚延繩釣　	羅氏沼蝦	0
2052	曳繩釣　	羅氏沼蝦	-
2053	一支釣　	羅氏沼蝦	-
2079	其他釣　	羅氏沼蝦	-
2096	籠具　	羅氏沼蝦	-
2097	珊瑚　	羅氏沼蝦	-
2098	飛魚卵漁業　	羅氏沼蝦	-
2099	其他近海漁業　	羅氏沼蝦	-
3000	沿岸漁業合計	羅氏沼蝦	187
3001	定置漁具　	羅氏沼蝦	3
3002	地曳網　	羅氏沼蝦	-
3003	焚寄網　	羅氏沼蝦	-
3004	刺網　	羅氏沼蝦	23
3005	追逐網　	羅氏沼蝦	-
3006	流袋網　	羅氏沼蝦	-
3007	魩鱙漁業　	羅氏沼蝦	-
3008	櫻花蝦漁業　	羅氏沼蝦	-
3009	赤尾青蝦漁業　	羅氏沼蝦	-
3049	其他網　	羅氏沼蝦	-
3050	一支釣　	羅氏沼蝦	3
3051	雜魚延繩釣　	羅氏沼蝦	-
3079	其他釣　	羅氏沼蝦	-
3096	鏢旗魚　	羅氏沼蝦	158
3097	遊漁　	羅氏沼蝦	-
3098	籠具　	羅氏沼蝦	-
3099	其他沿岸漁業　	羅氏沼蝦	-
4000	內陸漁撈合計	羅氏沼蝦	-
4001	河川漁撈　	羅氏沼蝦	-
4002	水庫漁撈　	羅氏沼蝦	-
4099	其他內陸漁撈　	羅氏沼蝦	-
5000	海面養殖合計	羅氏沼蝦	-
5001	淺海養殖　	羅氏沼蝦	-
5002	箱網養殖　	羅氏沼蝦	-
5099	其他海面養殖　	羅氏沼蝦	-
6000	內陸養殖合計	羅氏沼蝦	-
6001	鹹水魚塭　	羅氏沼蝦	-
6002	淡水魚塭　	羅氏沼蝦	-
6003	箱網養殖　	羅氏沼蝦	-
6004	觀賞魚養殖　	羅氏沼蝦	-
6099	其他內陸養殖　	羅氏沼蝦	-
0000	總 計	劍蝦	925
1000	遠洋漁業合計	劍蝦	647
1001	單船拖網　	劍蝦	-
1002	雙船拖網　	劍蝦	-
1003	鰹鮪圍網　	劍蝦	8
1004	秋刀魚棒受網　	劍蝦	-
1050	鮪延繩釣　	劍蝦	639
1051	魷釣　	劍蝦	-
1099	其他遠洋漁業　	劍蝦	-
2000	近海漁業合計	劍蝦	131
2001	巾著網　	劍蝦	-
2002	鯖鰺圍網　	劍蝦	-
2003	棒受網　	劍蝦	-
2004	中小拖網　	劍蝦	0
2005	刺網　	劍蝦	-
2006	扒網　	劍蝦	-
2049	其他網　	劍蝦	-
2050	鮪延繩釣　	劍蝦	130
2051	雜魚延繩釣　	劍蝦	0
2052	曳繩釣　	劍蝦	-
2053	一支釣　	劍蝦	-
2079	其他釣　	劍蝦	-
2096	籠具　	劍蝦	-
2097	珊瑚　	劍蝦	-
2098	飛魚卵漁業　	劍蝦	-
2099	其他近海漁業　	劍蝦	-
3000	沿岸漁業合計	劍蝦	147
3001	定置漁具　	劍蝦	4
3002	地曳網　	劍蝦	-
3003	焚寄網　	劍蝦	-
3004	刺網　	劍蝦	29
3005	追逐網　	劍蝦	-
3006	流袋網　	劍蝦	-
3007	魩鱙漁業　	劍蝦	-
3008	櫻花蝦漁業　	劍蝦	-
3009	赤尾青蝦漁業　	劍蝦	-
3049	其他網　	劍蝦	-
3050	一支釣　	劍蝦	-
3051	雜魚延繩釣　	劍蝦	-
3079	其他釣　	劍蝦	-
3096	鏢旗魚　	劍蝦	115
3097	遊漁　	劍蝦	-
3098	籠具　	劍蝦	-
3099	其他沿岸漁業　	劍蝦	-
4000	內陸漁撈合計	劍蝦	-
4001	河川漁撈　	劍蝦	-
4002	水庫漁撈　	劍蝦	-
4099	其他內陸漁撈　	劍蝦	-
5000	海面養殖合計	劍蝦	-
5001	淺海養殖　	劍蝦	-
5002	箱網養殖　	劍蝦	-
5099	其他海面養殖　	劍蝦	-
6000	內陸養殖合計	劍蝦	-
6001	鹹水魚塭　	劍蝦	-
6002	淡水魚塭　	劍蝦	-
6003	箱網養殖　	劍蝦	-
6004	觀賞魚養殖　	劍蝦	-
6099	其他內陸養殖　	劍蝦	-
0000	總 計	其他	567
1000	遠洋漁業合計	其他	-
1001	單船拖網　	其他	-
1002	雙船拖網　	其他	-
1003	鰹鮪圍網　	其他	-
1004	秋刀魚棒受網　	其他	-
1050	鮪延繩釣　	其他	-
1051	魷釣　	其他	-
1099	其他遠洋漁業　	其他	-
2000	近海漁業合計	其他	-
2001	巾著網　	其他	-
2002	鯖鰺圍網　	其他	-
2003	棒受網　	其他	-
2004	中小拖網　	其他	-
2005	刺網　	其他	-
2006	扒網　	其他	-
2049	其他網　	其他	-
2050	鮪延繩釣　	其他	-
2051	雜魚延繩釣　	其他	-
2052	曳繩釣　	其他	-
2053	一支釣　	其他	-
2079	其他釣　	其他	-
2096	籠具　	其他	-
2097	珊瑚　	其他	-
2098	飛魚卵漁業　	其他	-
2099	其他近海漁業　	其他	-
3000	沿岸漁業合計	其他	7
3001	定置漁具　	其他	-
3002	地曳網　	其他	-
3003	焚寄網　	其他	-
3004	刺網　	其他	7
3005	追逐網　	其他	-
3006	流袋網　	其他	-
3007	魩鱙漁業　	其他	-
3008	櫻花蝦漁業　	其他	-
3009	赤尾青蝦漁業　	其他	-
3049	其他網　	其他	-
3050	一支釣　	其他	-
3051	雜魚延繩釣　	其他	-
3079	其他釣　	其他	-
3096	鏢旗魚　	其他	-
3097	遊漁　	其他	-
3098	籠具　	其他	-
3099	其他沿岸漁業　	其他	-
4000	內陸漁撈合計	其他	80
4001	河川漁撈　	其他	-
4002	水庫漁撈　	其他	80
4099	其他內陸漁撈　	其他	-
5000	海面養殖合計	其他	-
5001	淺海養殖　	其他	-
5002	箱網養殖　	其他	-
5099	其他海面養殖　	其他	-
6000	內陸養殖合計	其他	481
6001	鹹水魚塭　	其他	-
6002	淡水魚塭　	其他	423
6003	箱網養殖　	其他	-
6004	觀賞魚養殖　	其他	-
6099	其他內陸養殖　	其他	58
0000	總 計	晶瑩櫻蝦	1,510
1000	遠洋漁業合計	晶瑩櫻蝦	263
1001	單船拖網　	晶瑩櫻蝦	-
1002	雙船拖網　	晶瑩櫻蝦	-
1003	鰹鮪圍網　	晶瑩櫻蝦	-
1004	秋刀魚棒受網　	晶瑩櫻蝦	-
1050	鮪延繩釣　	晶瑩櫻蝦	263
1051	魷釣　	晶瑩櫻蝦	-
1099	其他遠洋漁業　	晶瑩櫻蝦	-
2000	近海漁業合計	晶瑩櫻蝦	1,231
2001	巾著網　	晶瑩櫻蝦	-
2002	鯖鰺圍網　	晶瑩櫻蝦	-
2003	棒受網　	晶瑩櫻蝦	-
2004	中小拖網　	晶瑩櫻蝦	70
2005	刺網　	晶瑩櫻蝦	52
2006	扒網　	晶瑩櫻蝦	1
2049	其他網　	晶瑩櫻蝦	-
2050	鮪延繩釣　	晶瑩櫻蝦	1,101
2051	雜魚延繩釣　	晶瑩櫻蝦	8
2052	曳繩釣　	晶瑩櫻蝦	-
2053	一支釣　	晶瑩櫻蝦	-
2079	其他釣　	晶瑩櫻蝦	-
2096	籠具　	晶瑩櫻蝦	-
2097	珊瑚　	晶瑩櫻蝦	-
2098	飛魚卵漁業　	晶瑩櫻蝦	-
2099	其他近海漁業　	晶瑩櫻蝦	-
3000	沿岸漁業合計	晶瑩櫻蝦	17
3001	定置漁具　	晶瑩櫻蝦	1
3002	地曳網　	晶瑩櫻蝦	-
3003	焚寄網　	晶瑩櫻蝦	-
3004	刺網　	晶瑩櫻蝦	16
3005	追逐網　	晶瑩櫻蝦	-
3006	流袋網　	晶瑩櫻蝦	-
3007	魩鱙漁業　	晶瑩櫻蝦	-
3008	櫻花蝦漁業　	晶瑩櫻蝦	-
3009	赤尾青蝦漁業　	晶瑩櫻蝦	-
3049	其他網　	晶瑩櫻蝦	-
3050	一支釣　	晶瑩櫻蝦	-
3051	雜魚延繩釣　	晶瑩櫻蝦	-
3079	其他釣　	晶瑩櫻蝦	-
3096	鏢旗魚　	晶瑩櫻蝦	-
3097	遊漁　	晶瑩櫻蝦	-
3098	籠具　	晶瑩櫻蝦	-
3099	其他沿岸漁業　	晶瑩櫻蝦	-
4000	內陸漁撈合計	晶瑩櫻蝦	-
4001	河川漁撈　	晶瑩櫻蝦	-
4002	水庫漁撈　	晶瑩櫻蝦	-
4099	其他內陸漁撈　	晶瑩櫻蝦	-
5000	海面養殖合計	晶瑩櫻蝦	-
5001	淺海養殖　	晶瑩櫻蝦	-
5002	箱網養殖　	晶瑩櫻蝦	-
5099	其他海面養殖　	晶瑩櫻蝦	-
6000	內陸養殖合計	晶瑩櫻蝦	-
6001	鹹水魚塭　	晶瑩櫻蝦	-
6002	淡水魚塭　	晶瑩櫻蝦	-
6003	箱網養殖　	晶瑩櫻蝦	-
6004	觀賞魚養殖　	晶瑩櫻蝦	-
6099	其他內陸養殖　	晶瑩櫻蝦	-
0000	總 計	蝦姑	23,842
1000	遠洋漁業合計	蝦姑	21,263
1001	單船拖網　	蝦姑	-
1002	雙船拖網　	蝦姑	-
1003	鰹鮪圍網　	蝦姑	-
1004	秋刀魚棒受網　	蝦姑	-
1050	鮪延繩釣　	蝦姑	21,263
1051	魷釣　	蝦姑	-
1099	其他遠洋漁業　	蝦姑	-
2000	近海漁業合計	蝦姑	2,543
2001	巾著網　	蝦姑	-
2002	鯖鰺圍網　	蝦姑	-
2003	棒受網　	蝦姑	-
2004	中小拖網　	蝦姑	-
2005	刺網　	蝦姑	0
2006	扒網　	蝦姑	-
2049	其他網　	蝦姑	-
2050	鮪延繩釣　	蝦姑	2,443
2051	雜魚延繩釣　	蝦姑	2
2052	曳繩釣　	蝦姑	-
2053	一支釣　	蝦姑	97
2079	其他釣　	蝦姑	-
2096	籠具　	蝦姑	-
2097	珊瑚　	蝦姑	-
2098	飛魚卵漁業　	蝦姑	-
2099	其他近海漁業　	蝦姑	-
3000	沿岸漁業合計	蝦姑	36
3001	定置漁具　	蝦姑	0
3002	地曳網　	蝦姑	-
3003	焚寄網　	蝦姑	-
3004	刺網　	蝦姑	35
3005	追逐網　	蝦姑	-
3006	流袋網　	蝦姑	-
3007	魩鱙漁業　	蝦姑	-
3008	櫻花蝦漁業　	蝦姑	-
3009	赤尾青蝦漁業　	蝦姑	-
3049	其他網　	蝦姑	-
3050	一支釣　	蝦姑	-
3051	雜魚延繩釣　	蝦姑	-
3079	其他釣　	蝦姑	-
3096	鏢旗魚　	蝦姑	0
3097	遊漁　	蝦姑	-
3098	籠具　	蝦姑	-
3099	其他沿岸漁業　	蝦姑	-
4000	內陸漁撈合計	蝦姑	-
4001	河川漁撈　	蝦姑	-
4002	水庫漁撈　	蝦姑	-
4099	其他內陸漁撈　	蝦姑	-
5000	海面養殖合計	蝦姑	-
5001	淺海養殖　	蝦姑	-
5002	箱網養殖　	蝦姑	-
5099	其他海面養殖　	蝦姑	-
6000	內陸養殖合計	蝦姑	-
6001	鹹水魚塭　	蝦姑	-
6002	淡水魚塭　	蝦姑	-
6003	箱網養殖　	蝦姑	-
6004	觀賞魚養殖　	蝦姑	-
6099	其他內陸養殖　	蝦姑	-
0000	總 計	其他	567
1000	遠洋漁業合計	其他	-
1001	單船拖網　	其他	-
1002	雙船拖網　	其他	-
1003	鰹鮪圍網　	其他	-
1004	秋刀魚棒受網　	其他	-
1050	鮪延繩釣　	其他	-
1051	魷釣　	其他	-
1099	其他遠洋漁業　	其他	-
2000	近海漁業合計	其他	-
2001	巾著網　	其他	-
2002	鯖鰺圍網　	其他	-
2003	棒受網　	其他	-
2004	中小拖網　	其他	-
2005	刺網　	其他	-
2006	扒網　	其他	-
