採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,
金門沿海海域,金門本島東側沿海,乙,2005/5/10 下午 12:00:00,5932,1,20.4,22.2,33.9,8.1,6.5,6.4,89.4,13.2,0.5,0.02,0.05,<0.004,0.008,1.21,0.00006,0.001,0.0029,0.005,0.0015,<0.0003,
金門沿海海域,金門本島東側沿海,乙,2005/2/23 上午 11:55:00,5932,1,15.4,12.9,31.3,8.2,8.8,8.5,99,4.6,0.5,<0.02,0.24,0.031,0.009,1.34,<0.00001,<0.001,<0.0001,<0.0002,<0.0002,<0.0003,
馬祖沿海海域,南竿鄉北部沿海,乙,2005/11/7 下午 01:30:00,5933,0.5,22.8,21.8,30.4,8.2,6.9,7,94.9,30.7,0.4,0.04,0.21,0.067,0.006,0.85,0.000045,<0.0010,0.0014,0.0039,<0.0002,<0.0003,
馬祖沿海海域,南竿鄉北部沿海,乙,2005/5/20 上午 10:10:00,5933,1,23.1,22.2,28.2,8.3,8.6,8.6,117.5,5.8,1.4,1.47,0.12,0.023,0.007,1.17,0.00016,<0.001,0.0051,0.0359,0.0021,<0.0003,
馬祖沿海海域,南竿鄉北部沿海,乙,2005/2/23 上午 10:00:00,5933,1,9.2,9.8,28.5,8.2,9.7,9.4,100.4,10.6,1.2,0.05,0.34,0.092,0.002,0.77,<0.00001,<0.001,<0.0001,<0.0002,<0.0002,,
馬祖沿海海域,馬祖海峽,乙,2005/11/7 下午 02:10:00,5934,0.5,23,21.5,29.1,8.2,7.5,7.2,97.4,4.7,0.5,0.02,0.24,0.071,0.019,0.93,0.000012,<0.0010,0.0006,0.0024,<0.0002,<0.0003,
馬祖沿海海域,馬祖海峽,乙,2005/5/20 上午 11:00:00,5934,1,23.4,21.6,30,8.2,8.6,8.6,117.7,4.5,1.3,1.21,0.09,0.014,0.02,0.76,0.00008,0.001,0.0016,0.0164,0.0004,<0.0003,
馬祖沿海海域,馬祖海峽,乙,2005/2/23 上午 11:30:00,5934,1,10.8,9.2,28.9,8.2,9.6,9.5,100,17.2,1.1,0.07,0.34,0.077,0.002,1.26,<0.00001,<0.001,<0.0001,<0.0002,<0.0002,,
馬祖沿海海域,北竿東部沿海,乙,2005/11/7 下午 02:55:00,5935,0.5,22.7,21.4,29.3,8.2,7.3,7.2,96.7,6,0.7,0.02,0.24,0.067,0.008,0.93,0.000042,0.001,0.001,0.0018,<0.0002,<0.0003,
馬祖沿海海域,北竿東部沿海,乙,2005/5/20 下午 12:40:00,5935,1,23.5,22.2,28.1,8.3,9.1,9,122.8,7.8,0.8,1.04,0.1,0.017,0.009,1.23,0.00009,<0.001,0.0013,0.0091,0.0003,0.0004,
馬祖沿海海域,北竿東部沿海,乙,2005/2/23 下午 01:00:00,5935,1,10.9,9.7,31.6,8.2,9.6,9.1,99.1,12.2,1,0.04,0.4,0.077,0.005,1.28,<0.00001,<0.001,<0.0001,<0.0002,<0.0002,,
