numberOfCraftWooden	numberOfCraftSteel	numberOfCraftFRP	tonnage	HP	county	fishingMethod	craftTypeBasedOnTons	tonnageMin	tonnageMax	year
2.00 	NA	8.00 	79.46 	1770.00 	高雄縣	鯛及雜魚延繩釣	5t < w < 10t	5	10	2003
13.00 	NA	8.00 	186.39 	2629.00 	高雄縣	單船拖網	5t < w < 10t	5	10	2003
1.00 	NA	8.00 	564.72 	4255.00 	澎湖縣	火誘網	20t < w < 50t	20	50	2003
NA	1.00 	8.00 	708.54 	6130.00 	新竹市	單船拖網	50t < w < 100t	50	100	2003
1.00 	1.00 	9.00 	4.76 	523.00 	桃園縣	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
3.00 	NA	9.00 	18.91 	755.00 	屏東縣	鮪延繩釣	Powered Sampans	0	0	2003
NA	1.00 	9.00 	70.15 	2203.00 	桃園縣	一支釣	5t < w < 10t	5	10	2003
1.00 	NA	9.00 	160.60 	2930.00 	澎湖縣	刺網	10t < w < 20t	10	20	2003
1.00 	NA	9.00 	275.87 	3795.00 	花蓮縣	鮪延繩釣	20t < w < 50t	20	50	2003
NA	NA	9.00 	343.51 	4025.00 	屏東縣	刺網	20t < w < 50t	20	50	2003
8.00 	NA	9.00 	289.67 	5060.00 	高雄縣	火誘網	10t < w < 20t	10	20	2003
NA	NA	10.00 	15.94 	597.00 	台中縣	刺網	w < 5t	0	5	2003
NA	NA	10.00 	8.49 	740.00 	台中縣	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
1.00 	NA	10.00 	26.10 	1030.00 	高雄市	火誘網	w < 5t	0	5	2003
NA	NA	10.00 	402.10 	4317.00 	台中縣	鯛及雜魚延繩釣	20t < w < 50t	20	50	2003
69.00 	NA	10.00 	592.80 	6527.00 	屏東縣	鮪延繩釣	5t < w < 10t	5	10	2003
1.00 	NA	10.00 	347.51 	9211.00 	新北市	一支釣	20t < w < 50t	20	50	2003
47.00 	NA	10.00 	959.92 	12912.00 	屏東縣	單船拖網	10t < w < 20t	10	20	2003
1.00 	NA	11.00 	46.15 	1094.00 	高雄縣	刺網	w < 5t	0	5	2003
NA	NA	11.00 	145.40 	3819.00 	桃園縣	刺網	10t < w < 20t	10	20	2003
26.00 	NA	11.00 	508.86 	6265.00 	臺東縣	鮪延繩釣	10t < w < 20t	10	20	2003
3.00 	NA	11.00 	488.51 	6470.00 	澎湖縣	刺網	20t < w < 50t	20	50	2003
3.00 	NA	12.00 	236.79 	3621.00 	新北市	刺網	10t < w < 20t	10	20	2003
NA	2.00 	12.00 	532.34 	6590.00 	宜蘭縣	巾著網	20t < w < 50t	20	50	2003
NA	NA	12.00 	860.64 	8733.00 	高雄縣	鯛及雜魚延繩釣	50t < w < 100t	50	100	2003
3.00 	NA	13.00 	10.56 	649.00 	澎湖縣	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
NA	NA	13.00 	219.45 	1530.00 	基隆市	鏢旗魚	10t < w < 20t	10	20	2003
NA	4.00 	13.00 	2193.89 	23505.00 	高雄縣	單船拖網	100t < w < 200t	100	200	2003
47.00 	NA	14.00 	229.83 	5.00 	臺東縣	曳繩網	w < 5t	0	5	2003
11.00 	NA	14.00 	32.49 	550.00 	基隆市	一支釣	Powered Sampans	0	0	2003
1.00 	NA	14.00 	38.04 	971.00 	新北市	刺網	w < 5t	0	5	2003
NA	NA	14.00 	21.41 	1615.00 	高雄縣	一支釣	w < 5t	0	5	2003
5.00 	NA	14.00 	48.03 	1864.00 	台中縣	鯛及雜魚延繩釣	w < 5t	0	5	2003
4.00 	NA	15.00 	282.28 	4487.00 	高雄縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
2.00 	NA	15.00 	687.35 	8013.00 	新北市	單船拖網	20t < w < 50t	20	50	2003
NA	NA	15.00 	1052.03 	8065.00 	新竹市	鯛及雜魚延繩釣	50t < w < 100t	50	100	2003
19.00 	NA	15.00 	237.12 	73239.00 	臺東縣	鏢旗魚	5t < w < 10t	5	10	2003
NA	NA	17.00 	23.38 	1441.00 	台南市	刺網	w < 5t	0	5	2003
NA	NA	17.00 	39.38 	2205.00 	彰化縣	刺網	w < 5t	0	5	2003
NA	2.00 	17.00 	374.09 	3201.00 	基隆市	單船拖網	20t < w < 50t	20	50	2003
61.00 	NA	17.00 	633.25 	10372.00 	高雄市	單船拖網	5t < w < 10t	5	10	2003
NA	2.00 	17.00 	2533.06 	23768.00 	澎湖縣	單船拖網	100t < w < 200t	100	200	2003
2.00 	1.00 	18.00 	57.17 	2704.00 	桃園縣	鯛及雜魚延繩釣	w < 5t	0	5	2003
NA	NA	19.00 	23.52 	1189.00 	新竹市	刺網	Powered Sampans	0	0	2003
NA	NA	19.00 	65.46 	1366.00 	連江縣	鯛及雜魚延繩釣	w < 5t	0	5	2003
NA	NA	19.00 	46.44 	2445.00 	高雄市	一支釣	w < 5t	0	5	2003
25.00 	NA	19.00 	151.83 	3309.00 	高雄市	鯛及雜魚延繩釣	w < 5t	0	5	2003
NA	NA	19.00 	1512.09 	14760.00 	澎湖縣	鯛及雜魚延繩釣	50t < w < 100t	50	100	2003
1.00 	6.00 	19.00 	3905.09 	26139.00 	新北市	單船拖網	100t < w < 200t	100	200	2003
29.00 	NA	20.00 	387.64 	8689.00 	高雄市	鯛及雜魚延繩釣	5t < w < 10t	5	10	2003
NA	2.00 	20.00 	918.40 	10550.00 	高雄縣	巾著網	20t < w < 50t	20	50	2003
1.00 	NA	21.00 	43.47 	1548.00 	宜蘭縣	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
NA	NA	21.00 	39.55 	2280.00 	台南市	一支釣	w < 5t	0	5	2003
1.00 	NA	21.00 	760.94 	6916.00 	臺東縣	鮪延繩釣	20t < w < 50t	20	50	2003
NA	NA	21.00 	384.37 	10019.00 	新北市	一支釣	10t < w < 20t	10	20	2003
3.00 	NA	21.00 	931.94 	10315.00 	高雄縣	鯛及雜魚延繩釣	20t < w < 50t	20	50	2003
NA	NA	22.00 	744.90 	8510.00 	高雄縣	火誘網	20t < w < 50t	20	50	2003
12.00 	NA	22.00 	584.20 	9330.00 	澎湖縣	單船拖網	10t < w < 20t	10	20	2003
6.00 	1.00 	23.00 	457.89 	6698.00 	新北市	火誘網	10t < w < 20t	10	20	2003
NA	NA	23.00 	963.43 	8817.00 	台中縣	單船拖網	20t < w < 50t	20	50	2003
NA	NA	23.00 	999.79 	9948.00 	新竹市	鯛及雜魚延繩釣	20t < w < 50t	20	50	2003
NA	NA	24.00 	41.59 	2995.00 	苗栗縣	一支釣	w < 5t	0	5	2003
16.00 	NA	24.00 	628.30 	11907.00 	高雄市	單船拖網	10t < w < 20t	10	20	2003
NA	NA	25.00 	22.31 	2230.00 	台南市	一支釣	Powered Sampans	0	0	2003
NA	NA	25.00 	1550.64 	9521.00 	基隆市	鯛及雜魚延繩釣	50t < w < 100t	50	100	2003
13.00 	NA	26.00 	58.78 	427.00 	基隆市	火誘網	Powered Sampans	0	0	2003
NA	1.00 	26.00 	21.01 	1600.00 	雲林縣	其他	Powered Sampans	0	0	2003
14.00 	NA	27.00 	141.69 	3511.00 	宜蘭縣	鯛及雜魚延繩釣	w < 5t	0	5	2003
2.00 	NA	27.00 	486.07 	8670.00 	宜蘭縣	單船拖網	10t < w < 20t	10	20	2003
11.00 	NA	28.00 	289.39 	6865.00 	澎湖縣	火誘網	5t < w < 10t	5	10	2003
9.00 	NA	28.00 	639.80 	11142.00 	宜蘭縣	鮪延繩釣	10t < w < 20t	10	20	2003
106.00 	NA	28.00 	2242.12 	26264.00 	屏東縣	鮪延繩釣	10t < w < 20t	10	20	2003
15.00 	NA	29.00 	734.31 	7763.00 	基隆市	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
10.00 	NA	30.00 	297.46 	4926.00 	新北市	火誘網	5t < w < 10t	5	10	2003
10.00 	1.00 	30.00 	1777.54 	12430.00 	基隆市	鯛及雜魚延繩釣	20t < w < 50t	20	50	2003
9.00 	NA	32.00 	729.65 	13683.00 	高雄縣	單船拖網	10t < w < 20t	10	20	2003
NA	1.00 	33.00 	2812.47 	24764.00 	新北市	單船拖網	50t < w < 100t	50	100	2003
NA	NA	34.00 	22.08 	2403.00 	高雄市	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
NA	NA	34.00 	37.49 	2880.00 	台中縣	刺網	Powered Sampans	0	0	2003
9.00 	NA	34.00 	330.61 	5729.00 	基隆市	鯛及雜魚延繩釣	5t < w < 10t	5	10	2003
NA	NA	37.00 	18.47 	1246.00 	嘉義縣	刺網	Powered Sampans	0	0	2003
NA	3.00 	37.00 	3206.82 	24967.00 	屏東縣	單船拖網	50t < w < 100t	50	100	2003
5.00 	NA	38.00 	40.42 	2756.00 	基隆市	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
18.00 	3.00 	38.00 	127.27 	4692.00 	桃園縣	刺網	w < 5t	0	5	2003
15.00 	NA	41.00 	1011.94 	17202.00 	高雄市	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
4.00 	1.00 	41.00 	1900.49 	23023.00 	高雄市	單船拖網	20t < w < 50t	20	50	2003
8.00 	NA	43.00 	172.93 	5673.00 	基隆市	鯛及雜魚延繩釣	w < 5t	0	5	2003
1.00 	NA	44.00 	40.11 	2514.00 	宜蘭縣	刺網	Powered Sampans	0	0	2003
NA	NA	45.00 	3475.97 	31463.00 	宜蘭縣	鯛及雜魚延繩釣	50t < w < 100t	50	100	2003
1.00 	NA	46.00 	64.39 	3400.00 	屏東縣	一支釣	Powered Sampans	0	0	2003
1.00 	NA	47.00 	767.96 	14557.00 	澎湖縣	火誘網	10t < w < 20t	10	20	2003
NA	NA	48.00 	3697.90 	30649.00 	宜蘭縣	鮪延繩釣	50t < w < 100t	50	100	2003
NA	1.00 	50.00 	40.53 	3140.00 	桃園縣	刺網	Powered Sampans	0	0	2003
3.00 	NA	51.00 	104.55 	5811.00 	桃園縣	一支釣	w < 5t	0	5	2003
NA	NA	52.00 	42.68 	3120.00 	苗栗縣	一支釣	Powered Sampans	0	0	2003
NA	NA	54.00 	972.20 	3859.00 	基隆市	火誘網	10t < w < 20t	10	20	2003
8.00 	NA	54.00 	484.80 	10941.00 	新北市	鯛及雜魚延繩釣	5t < w < 10t	5	10	2003
15.00 	NA	55.00 	55.93 	3439.00 	澎湖縣	一支釣	Powered Sampans	0	0	2003
77.00 	NA	55.00 	1077.16 	18787.00 	宜蘭縣	鯛及雜魚延繩釣	5t < w < 10t	5	10	2003
NA	2.00 	55.00 	4591.60 	45594.00 	澎湖縣	單船拖網	50t < w < 100t	50	100	2003
10.00 	NA	58.00 	499.89 	4502.00 	基隆市	火誘網	5t < w < 10t	5	10	2003
5.00 	NA	65.00 	147.22 	6913.00 	新北市	一支釣	w < 5t	0	5	2003
NA	2.00 	66.00 	4980.92 	45209.00 	宜蘭縣	單船拖網	50t < w < 100t	50	100	2003
NA	NA	67.00 	4874.05 	40827.00 	新北市	鯛及雜魚延繩釣	50t < w < 100t	50	100	2003
NA	NA	71.00 	69.28 	5960.00 	台南市	刺網	Powered Sampans	0	0	2003
14.00 	NA	71.00 	1439.88 	25508.00 	新北市	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
44.00 	NA	75.00 	171.73 	5494.00 	澎湖縣	一支釣	w < 5t	0	5	2003
14.00 	NA	76.00 	3340.99 	40809.00 	澎湖縣	單船拖網	20t < w < 50t	20	50	2003
23.00 	NA	78.00 	238.22 	7040.00 	新北市	火誘網	w < 5t	0	5	2003
2.00 	2.00 	78.00 	3380.16 	38570.00 	高雄縣	單船拖網	20t < w < 50t	20	50	2003
21.00 	NA	80.00 	3708.21 	46189.00 	澎湖縣	鯛及雜魚延繩釣	20t < w < 50t	20	50	2003
NA	11.00 	81.00 	82.34 	4451.00 	台南縣	刺網	Powered Sampans	0	0	2003
NA	NA	82.00 	3238.50 	39113.00 	宜蘭縣	鮪延繩釣	20t < w < 50t	20	50	2003
19.00 	3.00 	84.00 	277.21 	4636.00 	基隆市	火誘網	w < 5t	0	5	2003
3.00 	NA	84.00 	3275.91 	39650.00 	宜蘭縣	鯛及雜魚延繩釣	20t < w < 50t	20	50	2003
19.00 	1.00 	84.00 	4059.38 	42524.00 	高雄市	鮪延繩釣	20t < w < 50t	20	50	2003
35.00 	5.00 	84.00 	4596.50 	52217.00 	屏東縣	單船拖網	20t < w < 50t	20	50	2003
NA	NA	85.00 	106.51 	8166.00 	彰化縣	刺網	Powered Sampans	0	0	2003
NA	NA	87.00 	108.69 	2724.00 	金門縣	刺網	Powered Sampans	0	0	2003
13.00 	NA	89.00 	4223.73 	47533.00 	宜蘭縣	單船拖網	20t < w < 50t	20	50	2003
NA	NA	90.00 	19.10 	5072.00 	高雄縣	一支釣	Powered Sampans	0	0	2003
2.00 	2.00 	97.00 	4048.92 	44314.00 	新北市	鯛及雜魚延繩釣	20t < w < 50t	20	50	2003
NA	NA	98.00 	4.04 	4826.00 	嘉義縣	一支釣	Powered Sampans	0	0	2003
1.00 	1.00 	99.00 	67.86 	5589.00 	桃園縣	一支釣	Powered Sampans	0	0	2003
29.00 	1.00 	103.00 	2016.47 	34741.00 	宜蘭縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
1.00 	NA	108.00 	9197.53 	68683.00 	高雄市	鮪延繩釣	50t < w < 100t	50	100	2003
50.00 	NA	109.00 	1457.47 	27988.00 	澎湖縣	鯛及雜魚延繩釣	5t < w < 10t	5	10	2003
17.00 	NA	117.00 	367.84 	12583.00 	新北市	鯛及雜魚延繩釣	w < 5t	0	5	2003
NA	3.00 	120.00 	10140.86 	94533.00 	高雄縣	單船拖網	50t < w < 100t	50	100	2003
NA	NA	132.00 	178.58 	5361.00 	連江縣	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
8.00 	NA	136.00 	228.25 	12355.00 	新北市	刺網	Powered Sampans	0	0	2003
NA	3.00 	140.00 	11553.98 	102316.00 	高雄市	單船拖網	50t < w < 100t	50	100	2003
30.00 	NA	142.00 	2712.00 	50621.00 	澎湖縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
252.00 	NA	186.00 	1082.29 	22333.00 	澎湖縣	火誘網	w < 5t	0	5	2003
NA	NA	203.00 	154.73 	13738.00 	高雄市	刺網	Powered Sampans	0	0	2003
3.00 	NA	221.00 	226.44 	13826.00 	新北市	一支釣	Powered Sampans	0	0	2003
213.00 	NA	229.00 	1257.38 	29730.00 	澎湖縣	鯛及雜魚延繩釣	w < 5t	0	5	2003
NA	NA	255.00 	51.29 	12587.00 	高雄縣	刺網	Powered Sampans	0	0	2003
NA	NA	320.00 	71.72 	15510.00 	高雄縣	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
36.00 	NA	337.00 	579.13 	25219.00 	新北市	火誘網	Powered Sampans	0	0	2003
NA	1.00 	371.00 	24935.74 	214029.00 	屏東縣	鮪延繩釣	50t < w < 100t	50	100	2003
123.00 	9.00 	424.00 	22413.17 	217841.00 	屏東縣	鮪延繩釣	20t < w < 50t	20	50	2003
NA	NA	456.00 	264.44 	28258.00 	高雄市	一支釣	Powered Sampans	0	0	2003
54.00 	1.00 	548.00 	681.88 	11890.00 	新北市	鯛及雜魚延繩釣	Powered Sampans	0	0	2003
15.00 	NA	NA	148.76 	11.00 	臺東縣	鮪延繩釣	5t < w < 10t	5	10	2003
NA	NA	NA	NA	12.00 	臺東縣	一支釣	w < 5t	0	5	2003
1.00 	NA	NA	1.50 	20.00 	澎湖縣	刺網	Powered Sampans	0	0	2003
1.00 	NA	NA	5.05 	24.00 	屏東縣	曳繩網	5t < w < 10t	5	10	2003
1.00 	NA	NA	NA	24.00 	桃園縣	曳繩網	w < 5t	0	5	2003
5.00 	NA	NA	42.38 	30.00 	新竹市	刺網	5t < w < 10t	5	10	2003
1.00 	NA	NA	6.37 	39.00 	花蓮縣	鯛及雜魚延繩釣	5t < w < 10t	5	10	2003
4.00 	NA	NA	14.28 	41.00 	高雄縣	單船拖網	w < 5t	0	5	2003
1.00 	NA	NA	6.21 	44.00 	宜蘭縣	鏢旗魚	5t < w < 10t	5	10	2003
5.00 	NA	NA	4.44 	67.00 	澎湖縣	單船拖網	Powered Sampans	0	0	2003
NA	1.00 	NA	6.45 	70.00 	台南縣	刺網	5t < w < 10t	5	10	2003
1.00 	NA	NA	15.52 	82.00 	基隆市	公務用	10t < w < 20t	10	20	2003
2.00 	NA	NA	7.47 	102.00 	屏東縣	曳繩網	w < 5t	0	5	2003
1.00 	NA	NA	9.29 	110.00 	嘉義縣	刺網	5t < w < 10t	5	10	2003
NA	1.00 	NA	NA	115.00 	桃園縣	火誘網	Powered Sampans	0	0	2003
NA	NA	NA	2.27 	117.00 	嘉義縣	單船拖網	20t < w < 50t	20	50	2003
1.00 	NA	NA	2.99 	125.00 	臺東縣	刺網	Powered Sampans	0	0	2003
1.00 	NA	NA	7.86 	126.00 	屏東縣	一支釣	5t < w < 10t	5	10	2003
1.00 	NA	NA	23.94 	150.00 	桃園縣	單船拖網	20t < w < 50t	20	50	2003
1.00 	NA	NA	9.74 	170.00 	臺東縣	單船拖網	5t < w < 10t	5	10	2003
1.00 	NA	NA	15.36 	170.00 	屏東縣	曳繩網	10t < w < 20t	10	20	2003
1.00 	NA	NA	4.12 	185.00 	臺東縣	鏢旗魚	w < 5t	0	5	2003
6.00 	NA	NA	27.94 	246.00 	屏東縣	單船拖網	w < 5t	0	5	2003
NA	NA	NA	3.54 	250.00 	新竹市	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
1.00 	NA	NA	17.09 	255.00 	屏東縣	鏢旗魚	10t < w < 20t	10	20	2003
3.00 	NA	NA	23.57 	275.00 	花蓮縣	鏢旗魚	5t < w < 10t	5	10	2003
NA	1.00 	NA	152.50 	280.00 	屏東縣	鮪延繩釣	100t < w < 200t	100	200	2003
1.00 	NA	NA	10.90 	310.00 	高雄市	鮪延繩釣	10t < w < 20t	10	20	2003
2.00 	NA	NA	39.66 	358.00 	屏東縣	巾著網	10t < w < 20t	10	20	2003
1.00 	NA	NA	4.78 	380.00 	臺東縣	鯛及雜魚延繩釣	w < 5t	0	5	2003
NA	1.00 	NA	212.82 	400.00 	澎湖縣	鮪延繩釣	200t < w < 500t	200	500	2003
3.00 	NA	NA	36.15 	420.00 	花蓮縣	鏢旗魚	10t < w < 20t	10	20	2003
6.00 	NA	NA	3.87 	508.00 	臺東縣	曳繩網	Powered Sampans	0	0	2003
1.00 	NA	NA	7.66 	513.00 	臺東縣	鮪延繩釣	w < 5t	0	5	2003
3.00 	NA	NA	25.91 	584.00 	屏東縣	火誘網	5t < w < 10t	5	10	2003
3.00 	NA	NA	24.14 	697.00 	台中縣	單船拖網	5t < w < 10t	5	10	2003
NA	1.00 	NA	154.00 	800.00 	基隆市	公務用	100t < w < 200t	100	200	2003
NA	1.00 	NA	131.00 	920.00 	高雄市	公務用	100t < w < 200t	100	200	2003
NA	1.00 	NA	104.46 	1000.00 	宜蘭縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	1.00 	NA	353.92 	1000.00 	澎湖縣	其他	200t < w < 500t	200	500	2003
NA	1.00 	NA	785.00 	1500.00 	高雄市	公務用	500t < w < 1000t	500	1000	2003
NA	2.00 	NA	372.00 	1600.00 	高雄市	雙船拖網	100t < w < 200t	100	200	2003
NA	1.00 	NA	635.50 	1600.00 	基隆市	公務用	500t < w < 1000t	500	1000	2003
NA	1.00 	NA	1120.00 	1800.00 	高雄市	魷釣	w > 1000t	1000	5000	2003
NA	1.00 	NA	1076.66 	2200.00 	高雄市	單船拖網	w > 1000t	1000	5000	2003
NA	1.00 	NA	1211.00 	2200.00 	高雄市	公務用	w > 1000t	1000	5000	2003
NA	3.00 	NA	426.89 	2400.00 	基隆市	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	2.00 	NA	1371.48 	2600.00 	高雄市	魷釣	200t < w < 500t	200	500	2003
NA	5.00 	NA	1163.18 	2750.00 	新北市	鯛及雜魚延繩釣	200t < w < 500t	200	500	2003
NA	3.00 	NA	818.49 	3420.00 	基隆市	公務用	200t < w < 500t	200	500	2003
NA	3.00 	NA	1565.00 	3900.00 	高雄市	雙船拖網	500t < w < 1000t	500	1000	2003
NA	2.00 	NA	1991.00 	4500.00 	高雄市	單船拖網	500t < w < 1000t	500	1000	2003
NA	2.00 	NA	992.00 	5000.00 	高雄市	公務用	200t < w < 500t	200	500	2003
NA	2.00 	NA	3794.00 	5900.00 	基隆市	公務用	w > 1000t	1000	5000	2003
NA	5.00 	NA	918.46 	6300.00 	宜蘭縣	鯖圍網	100t < w < 200t	100	200	2003
NA	4.00 	NA	3620.00 	7100.00 	高雄市	漁獲物搬運	500t < w < 1000t	500	1000	2003
NA	1.00 	NA	4245.00 	7200.00 	高雄市	漁業加工	w > 1000t	1000	5000	2003
NA	5.00 	NA	2401.00 	8100.00 	高雄市	漁獲物搬運	200t < w < 500t	200	500	2003
NA	90.00 	NA	201.54 	12076.00 	高雄市	鰹鮪圍網	w < 5t	0	5	2003
NA	35.00 	NA	542.22 	16507.00 	高雄市	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	18.00 	NA	5594.46 	25250.00 	宜蘭縣	鯖圍網	200t < w < 500t	200	500	2003
NA	38.00 	NA	9747.02 	44010.00 	基隆市	單船拖網	200t < w < 500t	200	500	2003
NA	17.00 	NA	16917.65 	50900.00 	高雄市	鰹鮪圍網	500t < w < 1000t	500	1000	2003
NA	17.00 	NA	19786.00 	53400.00 	高雄市	鰹鮪圍網	w > 1000t	1000	5000	2003
NA	48.00 	NA	17307.23 	55900.00 	高雄市	雙船拖網	200t < w < 500t	200	500	2003
NA	111.00 	NA	17408.66 	60075.00 	基隆市	單船拖網	100t < w < 200t	100	200	2003
NA	16.00 	NA	39307.00 	66200.00 	高雄市	漁獲物搬運	w > 1000t	1000	5000	2003
NA	122.00 	NA	99419.67 	186600.00 	高雄市	魷釣	500t < w < 1000t	500	1000	2003
NA	253.00 	NA	174073.90 	333050.00 	高雄市	鮪延繩釣	500t < w < 1000t	500	1000	2003
NA	NA	NA	NA	NA	桃園縣	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	宜蘭縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	火誘網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	火誘網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	宜蘭縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新北市	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	宜蘭縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新北市	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中市	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新北市	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中市	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新北市	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中市	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	彰化縣	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	苗栗縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新北市	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	桃園縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	巾著網	10t < w < 20t	10	20	2003
